Date,SP500,Evaluation
2018/12/10,2637.719971,Slightly Undervalued
2018/12/11,2636.780029,Slightly Undervalued
2018/12/12,2651.070068,Slightly Undervalued
2018/12/13,2650.540039,Slightly Undervalued
2018/12/14,2599.949951,Undervalued
2018/12/17,2545.939941,Undervalued
2018/12/18,2546.159912,Undervalued
2018/12/19,2506.959961,Undervalued
2018/12/20,2467.419922,Extremely Undervalued
2018/12/21,2416.620117,Extremely Undervalued
2018/12/24,2351.100098,Extremely Undervalued
2018/12/26,2467.699951,Extremely Undervalued
2018/12/27,2488.830078,Undervalued
2018/12/28,2485.73999,Undervalued
2018/12/31,2506.850098,Undervalued
2019/1/2,2510.030029,Undervalued
2019/1/3,2447.889893,Extremely Undervalued
2019/1/4,2531.939941,Undervalued
2019/1/7,2549.689941,Undervalued
2019/1/8,2574.409912,Undervalued
2019/1/9,2584.959961,Slightly Undervalued
2019/1/10,2596.639893,Slightly Undervalued
2019/1/11,2596.26001,Slightly Undervalued
2019/1/14,2582.610107,Slightly Undervalued
2019/1/15,2610.300049,Slightly Undervalued
2019/1/16,2616.100098,Slightly Undervalued
2019/1/17,2635.959961,Slightly Undervalued
2019/1/18,2670.709961,Slightly Undervalued
2019/1/22,2632.899902,Slightly Undervalued
2019/1/23,2638.699951,Slightly Undervalued
2019/1/24,2642.330078,Slightly Undervalued
2019/1/25,2664.76001,Slightly Undervalued
2019/1/28,2643.850098,Slightly Undervalued
2019/1/29,2640,Slightly Undervalued
2019/1/30,2681.050049,Neutral
2019/1/31,2704.100098,Neutral
2019/2/1,2706.530029,Neutral
2019/2/4,2724.870117,Neutral
2019/2/5,2737.699951,Neutral
2019/2/6,2731.610107,Neutral
2019/2/7,2706.050049,Neutral
2019/2/8,2707.879883,Neutral
2019/2/11,2709.800049,Neutral
2019/2/12,2744.72998,Neutral
2019/2/13,2753.030029,Neutral
2019/2/14,2745.72998,Neutral
2019/2/15,2775.600098,Neutral
2019/2/19,2779.76001,Neutral
2019/2/20,2784.699951,Neutral
2019/2/21,2774.879883,Neutral
2019/2/22,2792.669922,Slightly Overvalued
2019/2/25,2796.110107,Slightly Overvalued
2019/2/26,2793.899902,Slightly Overvalued
2019/2/27,2792.379883,Slightly Overvalued
2019/2/28,2784.48999,Neutral
2019/3/1,2803.689941,Slightly Overvalued
2019/3/4,2792.810059,Slightly Overvalued
2019/3/5,2789.649902,Slightly Overvalued
2019/3/6,2771.449951,Neutral
2019/3/7,2748.929932,Neutral
2019/3/8,2743.070068,Neutral
2019/3/11,2783.300049,Neutral
2019/3/12,2791.52002,Slightly Overvalued
2019/3/13,2810.919922,Slightly Overvalued
2019/3/14,2808.47998,Slightly Overvalued
2019/3/15,2822.47998,Slightly Overvalued
2019/3/18,2832.939941,Slightly Overvalued
2019/3/19,2832.570068,Slightly Overvalued
2019/3/20,2824.22998,Slightly Overvalued
2019/3/21,2854.879883,Slightly Overvalued
2019/3/22,2800.709961,Slightly Overvalued
2019/3/25,2798.360107,Slightly Overvalued
2019/3/26,2818.459961,Slightly Overvalued
2019/3/27,2805.370117,Slightly Overvalued
2019/3/28,2815.439941,Slightly Overvalued
2019/3/29,2834.399902,Slightly Overvalued
2019/4/1,2867.189941,Slightly Overvalued
2019/4/2,2867.23999,Slightly Overvalued
2019/4/3,2873.399902,Slightly Overvalued
2019/4/4,2879.389893,Slightly Overvalued
2019/4/5,2892.73999,Slightly Overvalued
2019/4/8,2895.77002,Slightly Overvalued
2019/4/9,2878.199951,Slightly Overvalued
2019/4/10,2888.209961,Slightly Overvalued
2019/4/11,2888.320068,Slightly Overvalued
2019/4/12,2907.409912,Slightly Overvalued
2019/4/15,2905.580078,Slightly Overvalued
2019/4/16,2907.060059,Slightly Overvalued
2019/4/17,2900.449951,Slightly Overvalued
2019/4/18,2905.030029,Slightly Overvalued
2019/4/22,2907.969971,Slightly Overvalued
2019/4/23,2933.679932,Overvalued
2019/4/24,2927.25,Overvalued
2019/4/25,2926.169922,Overvalued
2019/4/26,2939.879883,Overvalued
2019/4/29,2943.030029,Overvalued
2019/4/30,2945.830078,Overvalued
2019/5/1,2923.72998,Slightly Overvalued
2019/5/2,2917.52002,Slightly Overvalued
2019/5/3,2945.639893,Overvalued
2019/5/6,2932.469971,Slightly Overvalued
2019/5/7,2884.050049,Slightly Overvalued
2019/5/8,2879.419922,Slightly Overvalued
2019/5/9,2870.719971,Slightly Overvalued
2019/5/10,2881.399902,Slightly Overvalued
2019/5/13,2811.870117,Neutral
2019/5/14,2834.409912,Slightly Overvalued
2019/5/15,2850.959961,Slightly Overvalued
2019/5/16,2876.320068,Slightly Overvalued
2019/5/17,2859.530029,Slightly Overvalued
2019/5/20,2840.22998,Slightly Overvalued
2019/5/21,2864.360107,Slightly Overvalued
2019/5/22,2856.27002,Slightly Overvalued
2019/5/23,2822.23999,Neutral
2019/5/24,2826.060059,Neutral
2019/5/28,2802.389893,Neutral
2019/5/29,2783.02002,Neutral
2019/5/30,2788.860107,Neutral
2019/5/31,2752.060059,Neutral
2019/6/3,2744.449951,Neutral
2019/6/4,2803.27002,Neutral
2019/6/5,2826.149902,Neutral
2019/6/6,2843.48999,Slightly Overvalued
2019/6/7,2873.340088,Slightly Overvalued
2019/6/10,2886.72998,Slightly Overvalued
2019/6/11,2885.719971,Slightly Overvalued
2019/6/12,2879.840088,Slightly Overvalued
2019/6/13,2891.639893,Slightly Overvalued
2019/6/14,2886.97998,Slightly Overvalued
2019/6/17,2889.669922,Slightly Overvalued
2019/6/18,2917.75,Slightly Overvalued
2019/6/19,2926.459961,Slightly Overvalued
2019/6/20,2954.179932,Overvalued
2019/6/21,2950.459961,Slightly Overvalued
2019/6/24,2945.350098,Slightly Overvalued
2019/6/25,2917.379883,Slightly Overvalued
2019/6/26,2913.780029,Slightly Overvalued
2019/6/27,2924.919922,Slightly Overvalued
2019/6/28,2941.76001,Slightly Overvalued
2019/7/1,2964.330078,Overvalued
2019/7/2,2973.01001,Overvalued
2019/7/3,2995.820068,Overvalued
2019/7/5,2990.409912,Overvalued
2019/7/8,2975.949951,Overvalued
2019/7/9,2979.629883,Overvalued
2019/7/10,2993.070068,Overvalued
2019/7/11,2999.909912,Overvalued
2019/7/12,3013.77002,Overvalued
2019/7/15,3014.300049,Overvalued
2019/7/16,3004.040039,Overvalued
2019/7/17,2984.419922,Overvalued
2019/7/18,2995.110107,Overvalued
2019/7/19,2976.610107,Slightly Overvalued
2019/7/22,2985.030029,Slightly Overvalued
2019/7/23,3005.469971,Overvalued
2019/7/24,3019.560059,Overvalued
2019/7/25,3003.669922,Overvalued
2019/7/26,3025.860107,Overvalued
2019/7/29,3020.969971,Overvalued
2019/7/30,3013.179932,Overvalued
2019/7/31,2980.379883,Slightly Overvalued
2019/8/1,2953.560059,Slightly Overvalued
2019/8/2,2932.050049,Slightly Overvalued
2019/8/5,2844.73999,Neutral
2019/8/6,2881.77002,Slightly Overvalued
2019/8/7,2883.97998,Slightly Overvalued
2019/8/8,2938.090088,Slightly Overvalued
2019/8/9,2918.649902,Slightly Overvalued
2019/8/12,2882.699951,Slightly Overvalued
2019/8/13,2926.320068,Slightly Overvalued
2019/8/14,2840.600098,Neutral
2019/8/15,2847.600098,Neutral
2019/8/16,2888.679932,Slightly Overvalued
2019/8/19,2923.649902,Slightly Overvalued
2019/8/20,2900.51001,Slightly Overvalued
2019/8/21,2924.429932,Slightly Overvalued
2019/8/22,2922.949951,Slightly Overvalued
2019/8/23,2847.110107,Neutral
2019/8/26,2878.379883,Slightly Overvalued
2019/8/27,2869.159912,Neutral
2019/8/28,2887.939941,Slightly Overvalued
2019/8/29,2924.580078,Slightly Overvalued
2019/8/30,2926.459961,Slightly Overvalued
2019/9/3,2906.27002,Slightly Overvalued
2019/9/4,2937.780029,Slightly Overvalued
2019/9/5,2976,Slightly Overvalued
2019/9/6,2978.709961,Slightly Overvalued
2019/9/9,2978.429932,Slightly Overvalued
2019/9/10,2979.389893,Slightly Overvalued
2019/9/11,3000.929932,Slightly Overvalued
2019/9/12,3009.570068,Slightly Overvalued
2019/9/13,3007.389893,Slightly Overvalued
2019/9/16,2997.959961,Slightly Overvalued
2019/9/17,3005.699951,Slightly Overvalued
2019/9/18,3006.72998,Slightly Overvalued
2019/9/19,3006.790039,Slightly Overvalued
2019/9/20,2992.070068,Slightly Overvalued
2019/9/23,2991.780029,Slightly Overvalued
2019/9/24,2966.600098,Slightly Overvalued
2019/9/25,2984.870117,Slightly Overvalued
2019/9/26,2977.620117,Slightly Overvalued
2019/9/27,2961.790039,Slightly Overvalued
2019/9/30,2976.73999,Slightly Overvalued
2019/10/1,2940.25,Slightly Overvalued
2019/10/2,2887.610107,Slightly Overvalued
2019/10/3,2910.629883,Slightly Overvalued
2019/10/4,2952.01001,Slightly Overvalued
2019/10/7,2938.790039,Slightly Overvalued
2019/10/8,2893.060059,Slightly Overvalued
2019/10/9,2919.399902,Slightly Overvalued
2019/10/10,2938.129883,Slightly Overvalued
2019/10/11,2970.27002,Slightly Overvalued
2019/10/14,2966.149902,Slightly Overvalued
2019/10/15,2995.679932,Slightly Overvalued
2019/10/16,2989.689941,Slightly Overvalued
2019/10/17,2997.949951,Slightly Overvalued
2019/10/18,2986.199951,Slightly Overvalued
2019/10/21,3006.719971,Slightly Overvalued
2019/10/22,2995.98999,Slightly Overvalued
2019/10/23,3004.52002,Slightly Overvalued
2019/10/24,3010.290039,Slightly Overvalued
2019/10/25,3022.550049,Slightly Overvalued
2019/10/28,3039.419922,Slightly Overvalued
2019/10/29,3036.889893,Slightly Overvalued
2019/10/30,3046.77002,Overvalued
2019/10/31,3037.560059,Slightly Overvalued
2019/11/1,3066.909912,Overvalued
2019/11/4,3078.27002,Overvalued
2019/11/5,3074.620117,Overvalued
2019/11/6,3076.780029,Overvalued
2019/11/7,3085.179932,Overvalued
2019/11/8,3093.080078,Overvalued
2019/11/11,3087.01001,Overvalued
2019/11/12,3091.840088,Overvalued
2019/11/13,3094.040039,Overvalued
2019/11/14,3096.629883,Overvalued
2019/11/15,3120.459961,Overvalued
2019/11/18,3122.030029,Overvalued
2019/11/19,3120.179932,Overvalued
2019/11/20,3108.459961,Overvalued
2019/11/21,3103.540039,Overvalued
2019/11/22,3110.290039,Overvalued
2019/11/25,3133.639893,Overvalued
2019/11/26,3140.52002,Overvalued
2019/11/27,3153.629883,Overvalued
2019/11/29,3140.97998,Overvalued
2019/12/2,3113.870117,Overvalued
2019/12/3,3093.199951,Slightly Overvalued
2019/12/4,3112.76001,Overvalued
2019/12/5,3117.429932,Overvalued
2019/12/6,3145.909912,Overvalued
2019/12/9,3135.959961,Overvalued
2019/12/10,3132.52002,Overvalued
2019/12/11,3141.629883,Overvalued
2019/12/12,3168.570068,Overvalued
2019/12/13,3168.800049,Overvalued
2019/12/16,3191.449951,Overvalued
2019/12/17,3192.52002,Overvalued
2019/12/18,3191.139893,Overvalued
2019/12/19,3205.370117,Overvalued
2019/12/20,3221.219971,Overvalued
2019/12/23,3224.01001,Overvalued
2019/12/24,3223.379883,Overvalued
2019/12/26,3239.909912,Overvalued
2019/12/27,3240.02002,Overvalued
2019/12/30,3221.290039,Overvalued
2019/12/31,3230.780029,Overvalued
2020/1/2,3257.850098,Overvalued
2020/1/3,3234.850098,Overvalued
2020/1/6,3246.280029,Overvalued
2020/1/7,3237.179932,Overvalued
2020/1/8,3253.050049,Overvalued
2020/1/9,3274.699951,Overvalued
2020/1/10,3265.350098,Overvalued
2020/1/13,3288.129883,Extremely Overvalued
2020/1/14,3283.149902,Overvalued
2020/1/15,3289.290039,Extremely Overvalued
2020/1/16,3316.810059,Extremely Overvalued
2020/1/17,3329.620117,Extremely Overvalued
2020/1/21,3320.790039,Extremely Overvalued
2020/1/22,3321.75,Extremely Overvalued
2020/1/23,3325.540039,Extremely Overvalued
2020/1/24,3295.469971,Overvalued
2020/1/27,3243.629883,Overvalued
2020/1/28,3276.23999,Overvalued
2020/1/29,3273.399902,Overvalued
2020/1/30,3283.659912,Overvalued
2020/1/31,3225.52002,Overvalued
2020/2/3,3248.919922,Overvalued
2020/2/4,3297.590088,Overvalued
2020/2/5,3334.689941,Extremely Overvalued
2020/2/6,3345.780029,Extremely Overvalued
2020/2/7,3327.709961,Extremely Overvalued
2020/2/10,3352.090088,Extremely Overvalued
2020/2/11,3357.75,Extremely Overvalued
2020/2/12,3379.449951,Extremely Overvalued
2020/2/13,3373.939941,Extremely Overvalued
2020/2/14,3380.159912,Extremely Overvalued
2020/2/18,3370.290039,Extremely Overvalued
2020/2/19,3386.149902,Extremely Overvalued
2020/2/20,3373.22998,Extremely Overvalued
2020/2/21,3337.75,Overvalued
2020/2/24,3225.889893,Slightly Overvalued
2020/2/25,3128.209961,Slightly Overvalued
2020/2/26,3116.389893,Slightly Overvalued
2020/2/27,2978.76001,Neutral
2020/2/28,2954.219971,Neutral
2020/3/2,3090.22998,Slightly Overvalued
2020/3/3,3003.370117,Neutral
2020/3/4,3130.120117,Slightly Overvalued
2020/3/5,3023.939941,Neutral
2020/3/6,2972.370117,Neutral
2020/3/9,2746.560059,Undervalued
2020/3/10,2882.22998,Slightly Undervalued
2020/3/11,2741.379883,Undervalued
2020/3/12,2480.639893,Extremely Undervalued
2020/3/13,2711.02002,Undervalued
2020/3/16,2386.129883,Extremely Undervalued
2020/3/17,2529.189941,Extremely Undervalued
2020/3/18,2398.100098,Extremely Undervalued
2020/3/19,2409.389893,Extremely Undervalued
2020/3/20,2304.919922,Extremely Undervalued
2020/3/23,2237.399902,Extremely Undervalued
2020/3/24,2447.330078,Extremely Undervalued
2020/3/25,2475.560059,Extremely Undervalued
2020/3/26,2630.070068,Undervalued
2020/3/27,2541.469971,Extremely Undervalued
2020/3/30,2626.649902,Undervalued
2020/3/31,2584.590088,Extremely Undervalued
2020/4/1,2470.5,Extremely Undervalued
2020/4/2,2526.899902,Extremely Undervalued
2020/4/3,2488.649902,Extremely Undervalued
2020/4/6,2663.679932,Undervalued
2020/4/7,2659.409912,Undervalued
2020/4/8,2749.97998,Slightly Undervalued
2020/4/9,2789.820068,Slightly Undervalued
2020/4/13,2761.629883,Slightly Undervalued
2020/4/14,2846.060059,Slightly Undervalued
2020/4/15,2783.360107,Slightly Undervalued
2020/4/16,2799.550049,Slightly Undervalued
2020/4/17,2874.560059,Slightly Undervalued
2020/4/20,2823.159912,Slightly Undervalued
2020/4/21,2736.560059,Slightly Undervalued
2020/4/22,2799.310059,Slightly Undervalued
2020/4/23,2797.800049,Slightly Undervalued
2020/4/24,2836.73999,Slightly Undervalued
2020/4/27,2878.47998,Slightly Undervalued
2020/4/28,2863.389893,Slightly Undervalued
2020/4/29,2939.51001,Neutral
2020/4/30,2912.429932,Neutral
2020/5/1,2830.709961,Slightly Undervalued
2020/5/4,2842.73999,Slightly Undervalued
2020/5/5,2868.439941,Slightly Undervalued
2020/5/6,2848.419922,Slightly Undervalued
2020/5/7,2881.189941,Neutral
2020/5/8,2929.800049,Neutral
2020/5/11,2930.189941,Neutral
2020/5/12,2870.120117,Slightly Undervalued
2020/5/13,2820,Slightly Undervalued
2020/5/14,2852.5,Slightly Undervalued
2020/5/15,2863.699951,Slightly Undervalued
2020/5/18,2953.909912,Neutral
2020/5/19,2922.939941,Neutral
2020/5/20,2971.610107,Neutral
2020/5/21,2948.51001,Neutral
2020/5/22,2955.449951,Neutral
2020/5/26,2991.77002,Neutral
2020/5/27,3036.129883,Neutral
2020/5/28,3029.72998,Neutral
2020/5/29,3044.310059,Neutral
2020/6/1,3055.72998,Neutral
2020/6/2,3080.820068,Neutral
2020/6/3,3122.870117,Slightly Overvalued
2020/6/4,3112.350098,Slightly Overvalued
2020/6/5,3193.929932,Slightly Overvalued
2020/6/8,3232.389893,Slightly Overvalued
2020/6/9,3207.179932,Slightly Overvalued
2020/6/10,3190.139893,Slightly Overvalued
2020/6/11,3002.100098,Neutral
2020/6/12,3041.310059,Neutral
2020/6/15,3066.590088,Neutral
2020/6/16,3124.73999,Slightly Overvalued
2020/6/17,3113.48999,Slightly Overvalued
2020/6/18,3115.340088,Slightly Overvalued
2020/6/19,3097.73999,Neutral
2020/6/22,3117.860107,Slightly Overvalued
2020/6/23,3131.290039,Slightly Overvalued
2020/6/24,3050.330078,Neutral
2020/6/25,3083.76001,Neutral
2020/6/26,3009.050049,Neutral
2020/6/29,3053.23999,Neutral
2020/6/30,3100.290039,Neutral
2020/7/1,3115.860107,Slightly Overvalued
2020/7/2,3130.01001,Slightly Overvalued
2020/7/6,3179.719971,Slightly Overvalued
2020/7/7,3145.320068,Slightly Overvalued
2020/7/8,3169.939941,Slightly Overvalued
2020/7/9,3152.050049,Slightly Overvalued
2020/7/10,3185.040039,Slightly Overvalued
2020/7/13,3155.219971,Slightly Overvalued
2020/7/14,3197.52002,Slightly Overvalued
2020/7/15,3226.560059,Slightly Overvalued
2020/7/16,3215.570068,Slightly Overvalued
2020/7/17,3224.72998,Slightly Overvalued
2020/7/20,3251.840088,Slightly Overvalued
2020/7/21,3257.300049,Slightly Overvalued
2020/7/22,3276.02002,Slightly Overvalued
2020/7/23,3235.659912,Slightly Overvalued
2020/7/24,3215.629883,Slightly Overvalued
2020/7/27,3239.409912,Slightly Overvalued
2020/7/28,3218.439941,Slightly Overvalued
2020/7/29,3258.439941,Slightly Overvalued
2020/7/30,3246.219971,Slightly Overvalued
2020/7/31,3271.120117,Slightly Overvalued
2020/8/3,3294.610107,Slightly Overvalued
2020/8/4,3306.51001,Slightly Overvalued
2020/8/5,3327.77002,Slightly Overvalued
2020/8/6,3349.159912,Slightly Overvalued
2020/8/7,3351.280029,Slightly Overvalued
2020/8/10,3360.469971,Slightly Overvalued
2020/8/11,3333.689941,Slightly Overvalued
2020/8/12,3380.350098,Extremely Overvalued
2020/8/13,3373.429932,Extremely Overvalued
2020/8/14,3372.850098,Slightly Overvalued
2020/8/17,3381.98999,Extremely Overvalued
2020/8/18,3389.780029,Extremely Overvalued
2020/8/19,3374.850098,Slightly Overvalued
2020/8/20,3385.51001,Slightly Overvalued
2020/8/21,3397.159912,Extremely Overvalued
2020/8/24,3431.280029,Extremely Overvalued
2020/8/25,3443.620117,Extremely Overvalued
2020/8/26,3478.72998,Extremely Overvalued
2020/8/27,3484.550049,Extremely Overvalued
2020/8/28,3508.01001,Extremely Overvalued
2020/8/31,3500.310059,Extremely Overvalued
2020/9/1,3526.649902,Extremely Overvalued
2020/9/2,3580.840088,Extremely Overvalued
2020/9/3,3455.060059,Extremely Overvalued
2020/9/4,3426.959961,Slightly Overvalued
2020/9/8,3331.840088,Slightly Overvalued
2020/9/9,3398.959961,Slightly Overvalued
2020/9/10,3339.189941,Slightly Overvalued
2020/9/11,3340.969971,Slightly Overvalued
2020/9/14,3383.540039,Slightly Overvalued
2020/9/15,3401.199951,Slightly Overvalued
2020/9/16,3385.48999,Slightly Overvalued
2020/9/17,3357.01001,Slightly Overvalued
2020/9/18,3319.469971,Slightly Overvalued
2020/9/21,3281.060059,Slightly Overvalued
2020/9/22,3315.570068,Slightly Overvalued
2020/9/23,3236.919922,Slightly Overvalued
2020/9/24,3246.590088,Slightly Overvalued
2020/9/25,3298.459961,Slightly Overvalued
2020/9/28,3351.600098,Slightly Overvalued
2020/9/29,3335.469971,Slightly Overvalued
2020/9/30,3363,Slightly Overvalued
2020/10/1,3380.800049,Slightly Overvalued
2020/10/2,3348.419922,Slightly Overvalued
2020/10/5,3408.600098,Slightly Overvalued
2020/10/6,3360.969971,Slightly Overvalued
2020/10/7,3419.439941,Slightly Overvalued
2020/10/8,3446.830078,Slightly Overvalued
2020/10/9,3477.139893,Slightly Overvalued
2020/10/12,3534.219971,Extremely Overvalued
2020/10/13,3511.929932,Extremely Overvalued
2020/10/14,3488.669922,Slightly Overvalued
2020/10/15,3483.340088,Slightly Overvalued
2020/10/16,3483.810059,Slightly Overvalued
2020/10/19,3426.919922,Slightly Overvalued
2020/10/20,3443.120117,Slightly Overvalued
2020/10/21,3435.560059,Slightly Overvalued
2020/10/22,3453.48999,Slightly Overvalued
2020/10/23,3465.389893,Slightly Overvalued
2020/10/26,3400.969971,Slightly Overvalued
2020/10/27,3390.679932,Slightly Overvalued
2020/10/28,3271.030029,Slightly Overvalued
2020/10/29,3310.110107,Slightly Overvalued
2020/10/30,3269.959961,Slightly Overvalued
2020/11/2,3310.23999,Slightly Overvalued
2020/11/3,3369.159912,Slightly Overvalued
2020/11/4,3443.439941,Slightly Overvalued
2020/11/5,3510.449951,Slightly Overvalued
2020/11/6,3509.439941,Slightly Overvalued
2020/11/9,3550.5,Extremely Overvalued
2020/11/10,3545.530029,Extremely Overvalued
2020/11/11,3572.659912,Extremely Overvalued
2020/11/12,3537.01001,Slightly Overvalued
2020/11/13,3585.149902,Extremely Overvalued
2020/11/16,3626.909912,Extremely Overvalued
2020/11/17,3609.530029,Extremely Overvalued
2020/11/18,3567.790039,Extremely Overvalued
2020/11/19,3581.870117,Extremely Overvalued
2020/11/20,3557.540039,Slightly Overvalued
2020/11/23,3577.590088,Slightly Overvalued
2020/11/24,3635.409912,Extremely Overvalued
2020/11/25,3629.649902,Extremely Overvalued
2020/11/27,3638.350098,Extremely Overvalued
2020/11/30,3621.629883,Extremely Overvalued
2020/12/1,3662.449951,Extremely Overvalued
2020/12/2,3669.01001,Extremely Overvalued
2020/12/3,3666.719971,Extremely Overvalued
2020/12/4,3699.120117,Extremely Overvalued
2020/12/7,3691.959961,Extremely Overvalued
2020/12/8,3702.25,Extremely Overvalued
2020/12/9,3672.820068,Extremely Overvalued
2020/12/10,3668.100098,Extremely Overvalued
2020/12/11,3663.459961,Extremely Overvalued
2020/12/14,3647.48999,Extremely Overvalued
2020/12/15,3694.620117,Extremely Overvalued
2020/12/16,3701.169922,Extremely Overvalued
2020/12/17,3722.47998,Extremely Overvalued
2020/12/18,3709.409912,Extremely Overvalued
2020/12/21,3694.919922,Extremely Overvalued
2020/12/22,3687.26001,Extremely Overvalued
2020/12/23,3690.01001,Extremely Overvalued
2020/12/24,3703.060059,Extremely Overvalued
2020/12/28,3735.360107,Extremely Overvalued
2020/12/29,3727.040039,Extremely Overvalued
2020/12/30,3732.040039,Extremely Overvalued
2020/12/31,3756.070068,Extremely Overvalued
2021/1/4,3700.649902,Extremely Overvalued
2021/1/5,3726.860107,Extremely Overvalued
2021/1/6,3748.139893,Extremely Overvalued
2021/1/7,3803.790039,Extremely Overvalued
2021/1/8,3824.679932,Extremely Overvalued
2021/1/11,3799.610107,Extremely Overvalued
2021/1/12,3801.189941,Extremely Overvalued
2021/1/13,3809.840088,Extremely Overvalued
2021/1/14,3795.540039,Extremely Overvalued
2021/1/15,3768.25,Extremely Overvalued
2021/1/19,3798.909912,Extremely Overvalued
2021/1/20,3851.850098,Extremely Overvalued
2021/1/21,3853.070068,Extremely Overvalued
2021/1/22,3841.469971,Extremely Overvalued
2021/1/25,3855.360107,Extremely Overvalued
2021/1/26,3849.620117,Extremely Overvalued
2021/1/27,3750.77002,Slightly Overvalued
2021/1/28,3787.379883,Extremely Overvalued
2021/1/29,3714.23999,Slightly Overvalued
2021/2/1,3773.860107,Slightly Overvalued
2021/2/2,3826.310059,Extremely Overvalued
2021/2/3,3830.169922,Extremely Overvalued
2021/2/4,3871.73999,Extremely Overvalued
2021/2/5,3886.830078,Extremely Overvalued
2021/2/8,3915.590088,Extremely Overvalued
2021/2/9,3911.22998,Extremely Overvalued
2021/2/10,3909.879883,Extremely Overvalued
2021/2/11,3916.379883,Extremely Overvalued
2021/2/12,3934.830078,Extremely Overvalued
2021/2/16,3932.590088,Extremely Overvalued
2021/2/17,3931.330078,Extremely Overvalued
2021/2/18,3913.969971,Extremely Overvalued
2021/2/19,3906.709961,Extremely Overvalued
2021/2/22,3876.5,Extremely Overvalued
2021/2/23,3881.370117,Extremely Overvalued
2021/2/24,3925.429932,Extremely Overvalued
2021/2/25,3829.340088,Slightly Overvalued
2021/2/26,3811.149902,Slightly Overvalued
2021/3/1,3901.820068,Extremely Overvalued
2021/3/2,3870.290039,Slightly Overvalued
2021/3/3,3819.719971,Slightly Overvalued
2021/3/4,3768.469971,Slightly Overvalued
2021/3/5,3841.939941,Slightly Overvalued
2021/3/8,3821.350098,Slightly Overvalued
2021/3/9,3875.439941,Slightly Overvalued
2021/3/10,3898.810059,Slightly Overvalued
2021/3/11,3939.340088,Extremely Overvalued
2021/3/12,3943.340088,Extremely Overvalued
2021/3/15,3968.939941,Extremely Overvalued
2021/3/16,3962.709961,Extremely Overvalued
2021/3/17,3974.120117,Extremely Overvalued
2021/3/18,3915.459961,Slightly Overvalued
2021/3/19,3913.100098,Slightly Overvalued
2021/3/22,3940.590088,Slightly Overvalued
2021/3/23,3910.52002,Slightly Overvalued
2021/3/24,3889.139893,Slightly Overvalued
2021/3/25,3909.52002,Slightly Overvalued
2021/3/26,3974.540039,Extremely Overvalued
2021/3/29,3971.090088,Extremely Overvalued
2021/3/30,3958.550049,Extremely Overvalued
2021/3/31,3972.889893,Extremely Overvalued
2021/4/1,4019.870117,Extremely Overvalued
2021/4/5,4077.909912,Extremely Overvalued
2021/4/6,4073.939941,Extremely Overvalued
2021/4/7,4079.949951,Extremely Overvalued
2021/4/8,4097.169922,Extremely Overvalued
2021/4/9,4128.799805,Extremely Overvalued
2021/4/12,4127.990234,Extremely Overvalued
2021/4/13,4141.589844,Extremely Overvalued
2021/4/14,4124.660156,Extremely Overvalued
2021/4/15,4170.419922,Extremely Overvalued
2021/4/16,4185.470215,Extremely Overvalued
2021/4/19,4163.259766,Extremely Overvalued
2021/4/20,4134.939941,Extremely Overvalued
2021/4/21,4173.419922,Extremely Overvalued
2021/4/22,4134.97998,Extremely Overvalued
2021/4/23,4180.169922,Extremely Overvalued
2021/4/26,4187.620117,Extremely Overvalued
2021/4/27,4186.720215,Extremely Overvalued
2021/4/28,4183.180176,Extremely Overvalued
2021/4/29,4211.470215,Extremely Overvalued
2021/4/30,4181.169922,Extremely Overvalued
2021/5/3,4192.660156,Extremely Overvalued
2021/5/4,4164.660156,Extremely Overvalued
2021/5/5,4167.589844,Extremely Overvalued
2021/5/6,4201.620117,Extremely Overvalued
2021/5/7,4232.600098,Extremely Overvalued
2021/5/10,4188.430176,Extremely Overvalued
2021/5/11,4152.100098,Extremely Overvalued
2021/5/12,4063.040039,Slightly Overvalued
2021/5/13,4112.5,Extremely Overvalued
2021/5/14,4173.850098,Extremely Overvalued
2021/5/17,4163.290039,Extremely Overvalued
2021/5/18,4127.830078,Extremely Overvalued
2021/5/19,4115.680176,Extremely Overvalued
2021/5/20,4159.120117,Extremely Overvalued
2021/5/21,4155.859863,Extremely Overvalued
2021/5/24,4197.049805,Extremely Overvalued
2021/5/25,4188.129883,Extremely Overvalued
2021/5/26,4195.990234,Extremely Overvalued
2021/5/27,4200.879883,Extremely Overvalued
2021/5/28,4204.109863,Extremely Overvalued
2021/6/1,4202.040039,Extremely Overvalued
2021/6/2,4208.120117,Extremely Overvalued
2021/6/3,4192.850098,Extremely Overvalued
2021/6/4,4229.890137,Extremely Overvalued
2021/6/7,4226.52002,Extremely Overvalued
2021/6/8,4227.259766,Extremely Overvalued
2021/6/9,4219.549805,Extremely Overvalued
2021/6/10,4239.180176,Extremely Overvalued
2021/6/11,4247.439941,Extremely Overvalued
2021/6/14,4255.149902,Extremely Overvalued
2021/6/15,4246.589844,Extremely Overvalued
2021/6/16,4223.700195,Extremely Overvalued
2021/6/17,4221.859863,Extremely Overvalued
2021/6/18,4166.450195,Slightly Overvalued
2021/6/21,4224.790039,Extremely Overvalued
2021/6/22,4246.439941,Extremely Overvalued
2021/6/23,4241.839844,Extremely Overvalued
2021/6/24,4266.490234,Extremely Overvalued
2021/6/25,4280.700195,Extremely Overvalued
